id	reads	len	cov
SRR5950551_C417232	2917	4352	67.02
SRR5935919_C417186	1245	1857	67.04
SRR5946915_C261073	656	978	67.07
SRS056622_LANL_scaffold_16820	19241	28680	67.08
SRR5936006_C445273	8096	12052	67.17
SRR5935883_C717487	2089	3108	67.21
SRR5946793_C549504	7418	11035	67.22
SRS015065_WUGC_scaffold_33614	7108	10570	67.24
SRR5935827_C500757	6989	10376	67.35
SRS014979_WUGC_scaffold_5470	33649	49936	67.38
SRR5950578_C197352	7482	11094	67.44
SRR413700_C778556	3485	5164	67.48
SRS016203_WUGC_scaffold_4313	5772	8549	67.51
SRR5946617_C293001	3408	5047	67.52
SRR5935993_C422402	1425	2110	67.53
SRS024132_Baylor_scaffold_36214	3345	4953	67.53
SRS018969_WUGC_scaffold_17555	33393	49419	67.57
SRS019582_WUGC_scaffold_11793	92727	137072	67.64
SRS013687_Baylor_scaffold_14156	5135	7588	67.67
SRR5936093_C163330	18712	27629	67.72
SRR413619_C794315	18813	27745	67.80
SRR5936093_C162478	7439	10938	68.01
SRS052697_LANL_scaffold_12111	129470	190369	68.01
SRS017307_Baylor_scaffold_8063	4015	5902	68.02
SRR5936146_C106320	20413	29986	68.07
SRR413678_C1657436	2321	3408	68.10
SRR5935969_C489317	732	1073	68.21
SRR5936112_C477091	3689	5408	68.21
SRR5950578_C197552	9132	13380	68.25
SRR5935828_C437329	8205	12011	68.31
SRR5946749_C243420	587	859	68.33
SRR5950610_C195962	2949	4315	68.34
SRR341696_C867879	1606	2345	68.48
SRR5946730_C597566	979	1429	68.50
SRR5936112_C477597	4809	7019	68.51
SRS017521_Baylor_scaffold_3364	37945	55374	68.52
SRS018394_Baylor_scaffold_66387	12288	17928	68.54
SRR5935834_C606110	1687	2460	68.57
SRR5946699_C582710	7463	10868	68.66
SRR341596_C723001	797	1159	68.76
SRR5935811_C240387	7903	11481	68.83
SRR5936007_C747902	1172	1700	68.94
SRR5950782_C484760	30216	43820	68.95
SRS011302_Baylor_scaffold_23596	5710	8279	68.96
SRR5936235_C502832	2372	3436	69.03
SRR5936101_C696112	3010	4357	69.08
SRR5936039_C371183	2727	3941	69.19
SRR5950727_C356854	3263	4702	69.39
SRS014287_WUGC_scaffold_38207	18704	26935	69.44
SRR5946656_C597495	2417	3477	69.51
SRR413727_C1278765	5901	8487	69.52
SRR5946886_C265432	5569	8010	69.52
SRR5950670_C217726	18209	26188	69.53
SRS022137_WUGC_scaffold_28373	1996	2869	69.57
SRS048870_WUGC_scaffold_14906	32966	47377	69.58
SRR5946829_C316733	19394	27862	69.60
SRR5936206_C443544	2102	3019	69.62
SRR5950640_C278221	9229	13254	69.63
SRS011271_WUGC_scaffold_37754	8750	12562	69.65
SRR5946685_C206666	1832	2617	70.00
SRR5935858_C367442	2045	2919	70.05
SRR5935775_C348426	3028	4320	70.09
SRS018817_WUGC_scaffold_8900	4358	6217	70.09
SRS013951_WUGC_scaffold_47656	4879	6960	70.10
SRS024075_LANL_scaffold_2734	3130	4464	70.11
SRS015369_Baylor_scaffold_5631	2333	3324	70.18
SRR413721_C531211	26134	37229	70.19
SRS019910_WUGC_scaffold_21300	3558	5068	70.20
SRR5950785_C288712	5233	7451	70.23
SRR341661_C749494	64609	91979	70.24
SRS015782_WUGC_scaffold_28253	2237	3184	70.25
SRS047044_WUGC_scaffold_16658	13079	18593	70.34
SRR5935933_C285466	1478	2099	70.41
SRR5936073_C338305	1652	2346	70.41
SRS024331_LANL_scaffold_47592	3969	5634	70.44
SRS049164_WUGC_scaffold_14075	8572	12166	70.45
SRR5935879_C597736	1412	2002	70.52
SRS018313_Baylor_scaffold_10655	2695	3820	70.54
SRR5936065_C616674	3089	4375	70.60
SRR5935861_C470558	6544	9263	70.64
SRR5936152_C442393	2787	3945	70.64
SRR341678_C535440	10383	14687	70.69
SRR5950640_C276885	2871	4061	70.69
SRR5950640_C277805	5042	7118	70.83
SRS013951_WUGC_scaffold_18139	34460	48559	70.96
SRR413709_C786389	35351	49763	71.03
C1876195	7170	10059	71.27
SRR5950629_C428762	1879	2635	71.30
SRR5946637_C684668	1092	1531	71.32
SRR5946919_C488331	1467	2056	71.35
SRS055982_Baylor_scaffold_3547	41246	57751	71.42
SRR5950760_C405092	1268	1774	71.47
SRR5946622_C169919	2407	3366	71.50
SRS024331_LANL_scaffold_3338	3608	5038	71.61
SRS017521_Baylor_scaffold_5328	8263	11537	71.62
SRR5950713_C488518	1519	2113	71.88
SRS064645_LANL_scaffold_5714	1135	1579	71.88
SRS049959_WUGC_scaffold_30763	1754	2439	71.91
SRS049959_WUGC_scaffold_2163	19245	26705	72.06
SRR5950710_C361028	6273	8696	72.13
SRS049900_LANL_scaffold_3935	1480	2051	72.15
SRR413738_C614362	4021	5556	72.37
SRR5946980_C342659	1734	2394	72.43
SRR5950781_C541889	6514	8991	72.45
SRS064276_LANL_scaffold_14449	83828	115612	72.50
SRS042628_WUGC_scaffold_31509	5778	7967	72.52
SRS019601_WUGC_scaffold_14923	6693	9221	72.58
SRR5935775_C348684	3416	4705	72.60
SRR5936015_C579810	11332	15607	72.60
SRR5962902_C313492	20080	27655	72.60
SRS015065_WUGC_scaffold_42101	21252	29256	72.64
SRS064557_LANL_scaffold_14321	1671	2300	72.65
SRR5936023_C632646	1353	1862	72.66
SRR5947010_C373578	10445	14375	72.66
SRR5946845_C181578	6475	8908	72.68
SRR5950667_C425598	5004	6877	72.76
SRS014613_WUGC_scaffold_9625	14699	20185	72.82
SRS019397_WUGC_scaffold_30650	3203	4395	72.87
SRR341684_C381812	17609	24157	72.89
SRS017103_Baylor_scaffold_15280	2469	3385	72.93
SRR5950679_C402164	14074	19289	72.96
SRS012273_Baylor_scaffold_8590	23695	32446	73.02
SRR5950501_C437109	3753	5137	73.05
SRS063985_LANL_scaffold_6656	26740	36577	73.10
SRR5950579_C198682	5074	6939	73.12
C2154861	870	1188	73.23
SRR413606_C692623	43929	59975	73.24
SRR5936070_C336701	9089	12403	73.28
SRR5950488_C373480	1404	1914	73.35
SRR5950563_C353571	9503	12952	73.37
SRR5946850_C274925	13958	19018	73.39
SRR5936039_C374599	11450	15596	73.41
SRR5935991_C148339	691	941	73.43
SRR5946841_C449270	3439	4682	73.45
SRR5946951_C219021	13478	18348	73.45
SRR5950742_C314712	7645	10405	73.47
SRR5936224_C390438	2567	3492	73.51
SRS015782_WUGC_scaffold_33961	8984	12221	73.51
SRR413672_C674576	3510	4772	73.55
SRR413724_C1369934	1877	2549	73.63
SRR5946790_C341169	35966	48846	73.63
SRR5946742_C466963	927	1258	73.68
SRS049995_LANL_scaffold_11689	75096	101913	73.68
SRS064645_LANL_scaffold_3244	32828	44534	73.71
SRR341606_C424226	1219	1653	73.74
SRR413655_C678742	38721	52510	73.74
SRS019030_Baylor_scaffold_20517	44329	60115	73.74
SRR5946777_C783498	1707	2314	73.76
SRS049959_WUGC_scaffold_18282	2832	3839	73.76
SRR5950769_C523461	1261	1709	73.78
SRS049959_WUGC_scaffold_4295	1577	2137	73.79
SRR5950794_C467018	1378	1867	73.80
SRR5936218_C183218	1674	2267	73.84
SRR5936029_C349232	1736	2346	73.99
SRR5946998_C304025	12607	17037	73.99
SRR5947020_C403577	4452	6015	74.01
SRR413644_C897116	16045	21670	74.04
SRR413704_scaffold14111	32265	43539	74.10
SRR5950726_C358100	3555	4797	74.10
SRR5946924_C660578	2926	3947	74.13
SRR5950578_C197630	10768	14521	74.15
SRR5946777_C783620	1749	2358	74.17
SRS065504_LANL_scaffold_2644	4096	5520	74.20
SRR5946643_C333860	3513	4733	74.22
SRR5935957_C632157	2487	3346	74.32
SRS023914_Baylor_scaffold_24316	1109	1492	74.32
SRR5936065_C618266	15830	21283	74.37
SRR5946997_C514583	3257	4376	74.42
SRR5950789_C721942	1517	2038	74.43
SRR5936221_C573214	3676	4938	74.44
SRR5950484_C283694	1477	1983	74.48
SRR5946977_C172416	3804	5099	74.60
SRS048870_WUGC_scaffold_8930	16248	21775	74.61
SRS017191_Baylor_scaffold_21193	20355	27261	74.66
SRR5946886_C263904	2869	3841	74.69
C1574841	1767	2364	74.74
SRS056519_LANL_scaffold_30212	10693	14300	74.77
C2372040	1849	2472	74.79
SRR413573_C469972	10660	14253	74.79
SRS052697_LANL_scaffold_70810	7106	9496	74.83
C3414373	1534	2049	74.86
SRS013687_Baylor_scaffold_59068	4346	5805	74.86
SRR413609_C441824	7683	10260	74.88
SRS024081_LANL_scaffold_36234	15738	21017	74.88
SRS020328_Baylor_scaffold_27680	1787	2386	74.89
SRR5950596_C293257	1540	2055	74.93
SRS015578_WUGC_scaffold_17494	34751	46370	74.94
SRR5950605_C728508	5007	6679	74.96
SRR5950575_C499134	6720	8963	74.97
SRR5950787_C221331	1541	2055	74.98
SRR5936039_C367923	1548	2064	75.00
SRS018817_WUGC_scaffold_11409	32711	43604	75.01
SRS015217_WUGC_scaffold_19551	58967	78591	75.03
SRR5950574_C840320	1555	2072	75.04
SRR5962902_C313038	6565	8748	75.04
C5174773	2080	2770	75.09
SRR5946681_C508392	2429	3234	75.10
SRR5946880_C794914	3453	4595	75.14
SRR5935741_C453297	863	1148	75.17
SRR5936052_C416368	1668	2215	75.30
SRR5947033_C271530	1327	1762	75.31
SRR5946852_C536581	2027	2689	75.38
SRR5935866_C729176	872	1156	75.43
SRR5936170_C509214	1770	2346	75.44
SRS013687_Baylor_scaffold_43495	32942	43603	75.54
SRR5946974_C238758	36477	48278	75.55
SRR5946909_C273169	5748	7603	75.60
SRR5947057_C431032	7714	10197	75.64
SRR413679_C1081216	14313	18908	75.69
SRS015782_WUGC_scaffold_37306	847	1119	75.69
SRR5935826_C260769	1589	2099	75.70
SRS064276_LANL_scaffold_63194	107218	141430	75.80
SRR413560_C773935	14565	19200	75.85
SRS016989_Baylor_scaffold_55	10149	13374	75.88
SRR5946843_C626311	10330	13607	75.91
SRS016056_WUGC_scaffold_5794	4027	5297	76.02
SRR5950546_C301068	1485	1952	76.07
SRS014235_WUGC_scaffold_833	74865	98161	76.26
SRS011586_WUGC_scaffold_18705	7457	9776	76.27
SRR5946882_C425009	1959	2567	76.31
SRS016095_WUGC_scaffold_12996	17823	23331	76.39
SRR5946629_C258027	3513	4597	76.41
SRR5936176_C322529	2483	3245	76.51
SRS024318_LANL_scaffold_18211	2326	3037	76.58
SRR5935842_C479205	1797	2346	76.59
SRR341725_C705622	10930	14262	76.63
SRR5946756_C544176	3276	4274	76.64
SRS020328_Baylor_scaffold_34917	9007	11745	76.68
SRR5936005_C412368	1017	1326	76.69
SRS019161_WUGC_scaffold_55328	10828	14105	76.76
SRR5936056_C302848	2820	3670	76.83
SRS019267_WUGC_scaffold_8107	13519	17594	76.83
SRR5946884_C511808	1175	1528	76.89
SRR5946929_C618883	2625	3408	77.02
SRR5946938_C332602	1556	2020	77.02
SRS016335_WUGC_scaffold_26472	25219	32719	77.07
SRR5950723_C613067	2280	2957	77.10
SRS019685_WUGC_scaffold_23300	3664	4741	77.28
SRR5946995_C404185	1292	1671	77.31
SRS047335_WUGC_scaffold_858	11280	14588	77.32
SRR5946859_C573594	4983	6443	77.33
SRR5947030_C383472	1462	1890	77.35
SRR5946750_C558398	24944	32228	77.39
SRR5946901_C215418	1336	1724	77.49
SRS050299_LANL_scaffold_5926	35631	45894	77.63
SRS022524_Baylor_scaffold_25500	15864	20425	77.66
SRS053335_LANL_scaffold_8059	3569	4595	77.67
C758773	3317	4267	77.73
SRR5935820_C671951	2024	2602	77.78
SRR5935934_C516358	1410	1812	77.81
SRR5936024_C447929	4722	6061	77.90
SRR5946699_C572860	1259	1615	77.95
SRS024435_LANL_scaffold_33181	7739	9925	77.97
SRS015663_WUGC_scaffold_22990	17817	22845	77.99
SRS016095_WUGC_scaffold_17282	20445	26162	78.14
SRS049959_WUGC_scaffold_8150	4930	6304	78.20
SRS014613_WUGC_scaffold_26360	35403	45259	78.22
SRS015663_WUGC_scaffold_12135	5487	7006	78.31
SRR5946951_C212893	1400	1785	78.43
SRS078176_LANL_scaffold_6356	78204	99703	78.43
SRR5950572_C710746	1863	2375	78.44
SRR413581_C632811	17611	22445	78.46
SRR5950770_C469030	5530	7029	78.67
SRR5950774_C332967	11791	14986	78.68
SRR5936108_C351528	1052	1336	78.74
SRR5950681_C359039	14296	18143	78.79
C3065469	3612	4580	78.86
SRR5936124_C287353	11838	15011	78.86
SRS015663_WUGC_scaffold_34800	35256	44686	78.89
SRR5936014_C461182	1646	2085	78.94
C1864243	730	923	79.08
SRR413613_C928409	10677	13501	79.08
SRR5946617_C290913	2080	2629	79.11
SRR5950513_C387024	3420	4320	79.16
C1893257	1848	2334	79.17
SRR5935770_C510056	3184	4020	79.20
SRR5935807_C711408	4708	5932	79.36
SRR413738_C608698	2317	2919	79.37
SRR5946623_C634506	8851	11147	79.40
SRR5950640_C275325	1897	2388	79.43
SRR5946790_C340111	5504	6923	79.50
SRR5935786_C457682	1041	1309	79.52
SRS022609_Baylor_scaffold_90461	6006	7542	79.63
SRR5962885_C432011	2542	3190	79.68
SRS042643_WUGC_scaffold_65641	2694	3378	79.75
SRR5946697_C333277	6505	8155	79.76
SRS017521_Baylor_scaffold_19760	11873	14884	79.77
SRR413681_C677710	11553	14463	79.87
SRS016319_WUGC_scaffold_48771	4772	5971	79.91
SRS019161_WUGC_scaffold_66707	3121	3903	79.96
SRR5935972_C420334	1788	2235	80.00
SRR5950724_C231134	2030	2536	80.04
SRR341596_C737060	6264	7823	80.07
SRS048870_WUGC_scaffold_45333	25962	32388	80.15
SRR341723_C404792	14717	18345	80.22
SRR413584_C863815	4940	6157	80.23
SRR5947063_C341721	5188	6459	80.32
C1875807	7181	8935	80.36
SRR5950514_C489760	7249	9011	80.44
SRS024132_Baylor_scaffold_18469	15498	19251	80.50
SRR5946862_C295239	3512	4361	80.53
SRS022609_Baylor_scaffold_56409	33897	42067	80.57
SRR5950579_C197700	2769	3436	80.58
SRR413569_C948110	6917	8572	80.69
SRR5935976_C414781	2040	2528	80.69
SRS063040_Baylor_scaffold_7308	29594	36650	80.74
SRR413596_C485505	44896	55550	80.82
SRR413660_C729542	7854	9710	80.88
SRR5946643_C335560	25433	31443	80.88
SRS015663_WUGC_scaffold_47504	3020	3731	80.94
SRR5936052_C420594	12282	15164	80.99
SRR5946643_C331618	1583	1954	81.01
SRR5950694_C430279	4090	5048	81.02
C2169446	1198	1478	81.05
SRS043411_WUGC_scaffold_21308	39263	48429	81.07
SRR413661_C504191	50110	61799	81.08
SRS063985_LANL_scaffold_45578	706	870	81.14
SRS015663_WUGC_scaffold_41024	7388	9070	81.45
SRR5946850_C273299	3840	4713	81.47
SRS011405_WUGC_scaffold_12702	5033	6160	81.70
SRS015065_WUGC_scaffold_12353	14999	18356	81.71
SRR341725_C701900	3572	4370	81.73
SRR5947104_C505767	9168	11215	81.74
SRR5936044_C15687	2525	3087	81.79
SRR5950570_C371728	2919	3567	81.83
SRR5946622_C171835	11271	13770	81.85
SRS064557_LANL_scaffold_8707	3372	4119	81.86
SRR5935873_C402652	1595	1948	81.87
SRR5935806_C574388	5222	6371	81.96
SRR341628_C483972	14120	17218	82.00
SRR5947017_C598386	3520	4287	82.10
SRR5936101_C696750	5105	6217	82.11
SRS014684_WUGC_scaffold_43410	2162	2633	82.11
SRS015663_WUGC_scaffold_27774	32543	39619	82.13
SRR5946946_C465161	9010	10959	82.21
SRR5950779_C394326	5986	7269	82.34
SRR341638_C388367	2274	2760	82.39
SRR5946895_C309596	7769	9428	82.40
SRR5946902_C391489	3700	4489	82.42
SRR5946951_C217051	3562	4320	82.45
SRR5950584_C173959	2078	2518	82.52
SRR413764_C889203	7077	8572	82.55
SRR5950505_C225052	22790	27604	82.56
SRS019968_Baylor_scaffold_4282	13779	16671	82.65
SRR5946796_C292751	3584	4329	82.79
SRR413566_C671536	12959	15634	82.88
SRS016954_Baylor_scaffold_13999	1289	1554	82.94
SRR5946645_C421206	8981	10815	83.04
SRS011271_WUGC_scaffold_28429	3054	3676	83.07
SRR5947087_C467190	1661	1999	83.09
SRR341590_C661571	4628	5569	83.10
SRR5935760_C264597	1952	2346	83.20
SRR413715_C627182	43221	51927	83.23
SRR5946737_C281461	3882	4661	83.28
SRR5935775_C349288	4850	5823	83.29
SRR5936083_C518364	1273	1528	83.31
C2591509	1182	1417	83.41
SRR413602_C655417	27976	33527	83.44
SRR5936117_C351992	8949	10719	83.48
SRS015065_WUGC_scaffold_13650	5039	6034	83.51
SRR5946808_C312640	6562	7856	83.52
SRR5962887_C349119	3607	4315	83.59
SRR5950608_C251547	1768	2114	83.63
SRS049900_LANL_scaffold_14337	4215	5036	83.69
SRR5950591_C417142	5929	7080	83.74
SRR5935791_C196508	10067	12009	83.82
SRR5936107_C459712	18914	22543	83.90
SRR5946790_C340765	9697	11557	83.90
SRR5946928_C636107	1775	2115	83.92
SRR5950494_C226437	4284	5102	83.96
SRR341613_scaffold17055	929	1106	83.99
SRR5946648_C319431	14152	16849	83.99
SRR5946766_C356214	746	888	84.00
SRR5935932_C402793	1720	2044	84.14
SRR5946697_C328669	1502	1785	84.14
SRR5947041_C404972	3416	4056	84.22
C1859733	878	1041	84.34
SRR5935983_C569838	1899	2250	84.40
SRR5946903_C470016	4092	4848	84.40
SRS015960_WUGC_scaffold_8077	34967	41425	84.41
SRR5947089_C475291	12486	14787	84.43
SRS023526_Baylor_scaffold_29241	10244	12133	84.43
SRS023914_Baylor_scaffold_17604	1854	2194	84.50
SRS048870_WUGC_scaffold_48704	2766	3272	84.53
SRR413558_C732349	2188	2588	84.54
SRS014979_WUGC_scaffold_33537	3073	3632	84.60
SRR5936113_C605808	1294	1528	84.68
SRR413591_C451381	40334	47622	84.69
SRR5946628_C470616	3065	3619	84.69
SRR5946918_C620951	3732	4398	84.85
SRR5936041_C172890	15369	18084	84.98
SRR5950789_C732446	9908	11657	84.99
SRS017120_Baylor_scaffold_57408	1958	2303	85.01
SRR5946716_C280954	2228	2616	85.16
SRS022713_LANL_scaffold_10683	98044	115032	85.23
SRR413740_C981411	13996	16416	85.25
SRS018351_Baylor_scaffold_20720	20973	24559	85.39
SRS013687_Baylor_scaffold_21615	26059	30508	85.41
SRS018656_WUGC_scaffold_1644	34647	40455	85.64
SRR413736_C630832	22673	26462	85.68
SRS048870_WUGC_scaffold_13545	26501	30914	85.72
SRR5936037_C596524	8802	10254	85.83
SRR5946659_C371086	1523	1774	85.85
SRR5947039_C512050	1081	1259	85.86
SRS045713_WUGC_scaffold_40485	3643	4241	85.89
SRR5950488_C373824	1786	2079	85.90
SRR5936034_C275214	3948	4585	86.10
SRR5935882_C469976	1666	1934	86.14
SRR5935854_C336088	22244	25722	86.47
SRR5946648_C319383	12796	14787	86.53
SRR5936150_C195189	1548	1786	86.67
SRR341664_C771053	2071	2388	86.72
SRR341696_C875309	4049	4669	86.72
SRS056259_LANL_scaffold_58167	34483	39728	86.79
SRR5946951_C218919	13231	15225	86.90
SRR5946667_C466749	1787	2056	86.91
SRR5936058_C490370	1782	2050	86.92
SRR413607_C886768	13704	15764	86.93
SRS024075_LANL_scaffold_1103	75995	87415	86.93
SRR5950774_C329219	1536	1766	86.97
SRS050752_LANL_scaffold_13312	24073	27638	87.10
SRS014287_WUGC_scaffold_22877	21541	24662	87.34
SRR5950488_C376782	7855	8971	87.55
SRR5950667_C417878	1422	1622	87.66
SRS077730_LANL_scaffold_16194	55680	63472	87.72
SRR5947015_C391210	1581	1802	87.73
SRS019685_WUGC_scaffold_15742	1369	1557	87.92
SRR5950584_C172573	1636	1859	88.00
SRR5946996_C171483	4958	5629	88.07
SRR341666_C588968	27707	31434	88.14
SRR5946936_C184597	2409	2727	88.33
SRR5946911_C440034	4283	4848	88.34
SRR5936070_C331473	2279	2579	88.36
SRR341634_C381745	5057	5721	88.39
SRR5935854_C335848	10050	11370	88.39
SRR5946782_C352087	20360	23018	88.45
SRR5950602_C252031	912	1029	88.62
SRR5936196_C244149	3643	4109	88.65
SRR413749_C802644	5968	6731	88.66
SRS048870_WUGC_scaffold_6407	68604	77251	88.80
SRR5935883_C712511	1445	1627	88.81
SRS016095_WUGC_scaffold_16169	22260	25057	88.83
SRR413695_C670637	3893	4378	88.92
SRR5950735_C192860	3885	4367	88.96
SRS013951_WUGC_scaffold_14463	62467	70124	89.08
SRR5946697_C330045	1949	2185	89.19
SRR5946699_C580538	4187	4690	89.27
SRR5935841_C226651	8010	8964	89.35
SRS019582_WUGC_scaffold_26869	46758	52254	89.48
SRS011239_Baylor_scaffold_12148	11275	12599	89.49
SRR413737_C744343	32441	36241	89.51
SRR5936147_C418524	1652	1845	89.53
SRR5947092_C433175	6771	7543	89.76
SRR5936043_C533408	1914	2132	89.77
SRR5950506_C373301	3298	3670	89.86
SRS051031_LANL_scaffold_39958	20391	22691	89.86
SRR5935971_C374834	2442	2717	89.87
SRR5950659_C571199	906	1007	89.97
SRS045715_LANL_scaffold_24840	5009	5555	90.17
SRR5935994_C418486	875	970	90.20
SRR5962905_C177877	11458	12701	90.21
SRR5936146_C105026	5149	5699	90.34
SRS050925_LANL_scaffold_12390	19579	21670	90.35
SRR5935907_C371964	10651	11784	90.38
SRR5946639_C720102	1848	2042	90.49
SRS077730_LANL_scaffold_11133	46181	51006	90.54
SRR5950618_C487264	5511	6083	90.59
SRR5935980_C261891	17038	18804	90.60
SRR5946975_C638005	1951	2153	90.61
SRS015190_WUGC_scaffold_8284	87198	96187	90.65
SRR5950617_C292799	3955	4361	90.69
SRS015782_WUGC_scaffold_35024	37707	41566	90.71
SRR5935936_C266895	7193	7928	90.72
SRS011271_WUGC_scaffold_11068	1061	1169	90.76
SRS022609_Baylor_scaffold_55782	31549	34742	90.80
SRR5936094_C702557	2393	2635	90.81
SRR5936159_C518548	3570	3928	90.88
SRS077730_LANL_scaffold_668	104997	115511	90.89
SRR5946697_C332393	4287	4714	90.94
SRR5950782_C479630	1209	1329	90.97
SRS014979_WUGC_scaffold_8813	44087	48324	91.23
SRR413704_C239377	8284	9063	91.40
SRS015794_Baylor_scaffold_20364	8541	9342	91.42
SRS017701_Baylor_scaffold_15328	2423	2649	91.46
SRR5946884_C516266	4026	4401	91.47
SRS015854_WUGC_scaffold_9425	7021	7675	91.47
SRS014923_WUGC_scaffold_16003	53474	58454	91.48
SRR5936070_C331385	2334	2548	91.60
SRS011302_Baylor_scaffold_18296	14026	15311	91.60
SRS019161_WUGC_scaffold_852	60177	65685	91.61
SRR5935998_C492589	2237	2441	91.64
SRS047044_WUGC_scaffold_23650	41450	45215	91.67
SRS014979_WUGC_scaffold_12344	4321	4713	91.68
SRR5935928_C590340	3970	4323	91.83
SRR5935985_C373752	1286	1396	92.12
SRS014459_WUGC_scaffold_39340	52568	57043	92.15
SRR5936024_C446217	3252	3525	92.25
SRR5935808_C388353	6922	7497	92.33
SRS011586_WUGC_scaffold_2044	52970	57346	92.36
SRR341671_C711313	7678	8301	92.49
SRS015065_WUGC_scaffold_8828	3847	4157	92.54
SRR5946997_C509129	1651	1783	92.59
SRR413582_C673676	17988	19425	92.60
SRR5935758_C414184	4097	4408	92.94
SRS014271_WUGC_scaffold_5479	3019	3244	93.06
SRS016095_WUGC_scaffold_20077	55936	60030	93.18
SRR5946918_C617617	1424	1528	93.19
SRR5950727_C357578	9223	9888	93.27
SRR5950708_C767098	9666	10353	93.36
SRR5946961_C414268	3815	4083	93.43
SRS043701_LANL_scaffold_5531	35920	38426	93.47
SRS014313_WUGC_scaffold_3645	4635	4958	93.48
SRS050299_LANL_scaffold_19639	93761	100241	93.53
SRS011302_Baylor_scaffold_20310	4025	4302	93.56
C2072421	51007	54496	93.59
SRR5935773_C378804	4383	4682	93.61
SRS017821_Baylor_scaffold_3398	1477	1577	93.65
SRR5936000_C324561	7978	8505	93.80
SRR5950714_C269962	1884	2008	93.82
SRS020328_Baylor_scaffold_13296	51306	54666	93.85
SRR5950727_C357724	19090	20202	94.49
SRR5946766_C362070	1850	1952	94.77
SRS022609_Baylor_scaffold_13289	1625	1714	94.80
C5134975	1329	1401	94.86
SRR5935803_C781012	8477	8936	94.86
SRR5946827_C409315	956	1007	94.93
SRR5950685_C216930	3396	3575	94.99
C2564076	1425	1500	95.00
SRR413584_C865333	10645	11205	95.00
SRR5936047_C192282	3499	3679	95.10
SRS015133_WUGC_scaffold_415	15557	16345	95.17
SRR5946916_C148289	20507	21524	95.27
SRR413737_C742841	7277	7622	95.47
SRR5946790_C340191	6884	7207	95.51
SRR5935857_C517753	1460	1528	95.54
SRR5936147_C419422	1914	2002	95.60
SRS017821_Baylor_scaffold_7037	54366	56796	95.72
SRR5946760_C1043026	3736	3900	95.79
SRR5936024_C447213	4485	4674	95.95
SRR5936151_C291270	1705	1776	96.00
C2067093	4458	4637	96.13
SRR5950770_C461502	1852	1924	96.25
SRR5950585_C495907	1776	1845	96.26
SRR341672_C190784	10801	11206	96.38
SRR5950633_C417892	12711	13172	96.50
SRS018313_Baylor_scaffold_11893	5427	5622	96.53
SRS011271_WUGC_scaffold_31262	21672	22434	96.60
SRR5950745_C619672	4145	4287	96.68
SRS018575_WUGC_scaffold_5191	729	753	96.81
SRS016335_WUGC_scaffold_38085	4818	4976	96.82
SRS019397_WUGC_scaffold_12837	36787	37988	96.83
SRS015854_WUGC_scaffold_164	7798	8049	96.88
SRR341690_C371834	5366	5531	97.01
SRR5946714_C327787	3569	3679	97.01
SRR5950499_C301967	2575	2652	97.09
SRR5936182_C69856	2682	2762	97.10
SRR341693_C458681	14260	14626	97.49
SRS024132_Baylor_scaffold_11143	45856	47021	97.52
SRS023583_Baylor_scaffold_7990	42909	43979	97.56
SRS024075_LANL_scaffold_17895	17355	17769	97.67
SRR5946742_C466985	1230	1259	97.69
SRR5947057_C426892	2568	2628	97.71
SRR5947078_C901534	2229	2281	97.72
SRR413661_C504063	39533	40396	97.86
SRS048870_WUGC_scaffold_13953	7596	7762	97.86
SRR5950789_C728236	3549	3625	97.90
SRS047219_WUGC_scaffold_31000	6454	6561	98.36
SRS024620_LANL_scaffold_1250	36743	37293	98.52
SRR413756_C276781	40174	40704	98.69
SRR5946703_C489883	10945	11066	98.90
SRS019787_WUGC_scaffold_547	5810	5869	98.99
SRS018656_WUGC_scaffold_1854	52507	52974	99.11
SRS015217_WUGC_scaffold_34835	1219	1228	99.26
SRR5950640_C277639	6065	6107	99.31
SRR5946996_C170611	2332	2345	99.44
C2300028	731	734	99.59
SRR5946642_C700795	1997	1999	99.89
SRR413738_C611794	3939	3935	100.10
SRR341710_C787646	3569	3560	100.25
SRR5946939_C225151	19081	19018	100.33
SRS014459_WUGC_scaffold_14203	43600	43419	100.41
SRR5950609_C664546	2242	2226	100.71
SRS011239_Baylor_scaffold_1978	56082	55668	100.74
SRS014271_WUGC_scaffold_7102	3192	3166	100.82
SRR5946978_C446180	1940	1924	100.83
SRR5936098_C415424	3702	3670	100.87
SRS063985_LANL_scaffold_18440	3104	3075	100.94
SRR5946623_C627958	1272	1260	100.95
SRR5950578_C197412	11715	11598	101.00
SRS052027_LANL_scaffold_23983	1572	1554	101.15
SRR5947001_C250914	21699	21446	101.17
SRS018351_Baylor_scaffold_24059	2825	2788	101.32
SRR5950640_C277031	4374	4315	101.36
SRS017307_Baylor_scaffold_20554	1878	1852	101.40
SRR5950517_C448891	1901	1874	101.44
SRR5935952_C716620	4041	3983	101.45
SRS020869_Baylor_scaffold_3601	3707	3652	101.50
SRR413707_C693251	14974	14741	101.58
SRR413583_C868069	3385	3331	101.62
SRS017521_Baylor_scaffold_2939	103680	101759	101.88
SRR341668_C394891	21458	21045	101.96
SRS045004_LANL_scaffold_29195	12504	12211	102.39
SRS049959_WUGC_scaffold_47592	22482	21937	102.48
SRS052027_LANL_scaffold_4315	64734	63098	102.59
